full_text,clean_text,tokens,stopword,remove_slang,stemming,stemming_sentence,translated_en,sentiment,polarity_score,label
Suamiku udah #kaburajadulu istrinya kagak diajak https://t.co/gzFD7oK0mQ,suamiku udah kaburajadulu istrinya kagak diajak,"['suamiku', 'udah', 'kaburajadulu', 'istrinya', 'kagak', 'diajak']","['suamiku', 'kaburajadulu', 'istrinya', 'kagak', 'diajak']","['suamiku', 'kaburajadulu', 'istrinya', 'kagak', 'diajak']","['suami', 'kaburajadulu', 'istri', 'kagak', 'ajak']",suami kaburajadulu istri kagak ajak,husband kaburajadulu wife not invited,netral,0.0,1
Pokoknya tahun ini kuharus kaburajadulu whatever it takes tp kl bisa yg gampang-gampang aja ya Rabb,pokoknya tahun ini kuharus kaburajadulu whatever it takes tp kl bisa yg gampanggampang aja ya rabb,"['pokoknya', 'tahun', 'ini', 'kuharus', 'kaburajadulu', 'whatever', 'it', 'takes', 'tp', 'kl', 'bisa', 'yg', 'gampanggampang', 'aja', 'ya', 'rabb']","['pokoknya', 'tahun', 'kuharus', 'kaburajadulu', 'whatever', 'it', 'takes', 'tp', 'kl', 'yg', 'gampanggampang', 'rabb']","['pokoknya', 'tahun', 'kuharus', 'kaburajadulu', 'whatever', 'takes', 'gampanggampang', 'rabb']","['pokok', 'tahun', 'harus', 'kaburajadulu', 'whatever', 'takes', 'gampanggampang', 'rabb']",pokok tahun harus kaburajadulu whatever takes gampanggampang rabb,the principal must be kaburajadulu whatever takes gampanggampang rabb,netral,0.0,1
Baru aja pgn ngomong Indonesia kok lama² menyeramkan tiap hari aja aja berita negatif korupsi timah pertamina antam minyakita MBG banjir dwifungsi abri kelakuan² polri PHK jualan2 sepi. sampai tertarik dgn #kaburajadulu wkwk https://t.co/4pyCvhXBbn,baru aja pgn ngomong indonesia kok lama menyeramkan tiap hari aja aja berita negatif korupsi timah pertamina antam minyakita mbg banjir dwifungsi abri kelakuan polri phk jualan sepi sampai tertarik dgn kaburajadulu wkwk,"['baru', 'aja', 'pgn', 'ngomong', 'indonesia', 'kok', 'lama', 'menyeramkan', 'tiap', 'hari', 'aja', 'aja', 'berita', 'negatif', 'korupsi', 'timah', 'pertamina', 'antam', 'minyakita', 'mbg', 'banjir', 'dwifungsi', 'abri', 'kelakuan', 'polri', 'phk', 'jualan', 'sepi', 'sampai', 'tertarik', 'dgn', 'kaburajadulu', 'wkwk']","['pgn', 'ngomong', 'indonesia', 'menyeramkan', 'berita', 'negatif', 'korupsi', 'timah', 'pertamina', 'antam', 'minyakita', 'mbg', 'banjir', 'dwifungsi', 'abri', 'kelakuan', 'polri', 'phk', 'jualan', 'sepi', 'tertarik', 'dgn', 'kaburajadulu']","['indonesia', 'menyeramkan', 'berita', 'negatif', 'korupsi', 'timah', 'pertamina', 'antam', 'minyakita', 'banjir', 'dwifungsi', 'abri', 'kelakuan', 'polri', 'phk', 'jualan', 'sepi', 'tertarik', 'kaburajadulu']","['indonesia', 'seram', 'berita', 'negatif', 'korupsi', 'timah', 'pertamina', 'antam', 'minyakita', 'banjir', 'dwifungsi', 'abri', 'laku', 'polri', 'phk', 'jual', 'sepi', 'tarik', 'kaburajadulu']",indonesia seram berita negatif korupsi timah pertamina antam minyakita banjir dwifungsi abri laku polri phk jual sepi tarik kaburajadulu,indonesia seram negative news corruption pertamina antam antam located flood dwifunction abri laku polri polri selling lonely targe kaburajadulu,negatif,-0.1999999999999999,0
Kan memang yang #KaburAjaDulu ke Jepang dari Indo tuh kebanyakan TKI TKI menengah ke bawah dari LPK yang ga jelas musnah aja lah WNI gila nih,kan memang yang kaburajadulu ke jepang dari indo tuh kebanyakan tki tki menengah ke bawah dari lpk yang ga jelas musnah aja lah wni gila nih,"['kan', 'memang', 'yang', 'kaburajadulu', 'ke', 'jepang', 'dari', 'indo', 'tuh', 'kebanyakan', 'tki', 'tki', 'menengah', 'ke', 'bawah', 'dari', 'lpk', 'yang', 'ga', 'jelas', 'musnah', 'aja', 'lah', 'wni', 'gila', 'nih']","['kaburajadulu', 'jepang', 'indo', 'kebanyakan', 'tki', 'tki', 'menengah', 'lpk', 'musnah', 'wni']","['kaburajadulu', 'jepang', 'kebanyakan', 'tki', 'tki', 'menengah', 'lpk', 'musnah', 'wni']","['kaburajadulu', 'jepang', 'banyak', 'tki', 'tki', 'tengah', 'lpk', 'musnah', 'wni']",kaburajadulu jepang banyak tki tki tengah lpk musnah wni,kaburajadulu japan many migrant migrant workers lpk destroyed indonesian citizens,positif,0.5,2
#KaburAjaDulu versi suho,kaburajadulu versi suho,"['kaburajadulu', 'versi', 'suho']","['kaburajadulu', 'versi', 'suho']","['kaburajadulu', 'versi', 'suho']","['kaburajadulu', 'versi', 'suho']",kaburajadulu versi suho,kaburajadulu version of suho,netral,0.0,1
@KATADATAcoid ternyata yang #kaburajadulu adalah para investor,ternyata yang kaburajadulu adalah para investor,"['ternyata', 'yang', 'kaburajadulu', 'adalah', 'para', 'investor']","['kaburajadulu', 'investor']","['kaburajadulu', 'investor']","['kaburajadulu', 'investor']",kaburajadulu investor,kaburajadulu investor,netral,0.0,1
 Ternyata fenomena #KaburAjaDulu tidak hanya berlaku di X atau IG Investor asing juga kabur,ternyata fenomena kaburajadulu tidak hanya berlaku di x atau ig investor asing juga kabur,"['ternyata', 'fenomena', 'kaburajadulu', 'tidak', 'hanya', 'berlaku', 'di', 'x', 'atau', 'ig', 'investor', 'asing', 'juga', 'kabur']","['fenomena', 'kaburajadulu', 'berlaku', 'ig', 'investor', 'asing', 'kabur']","['fenomena', 'kaburajadulu', 'berlaku', 'ig', 'investor', 'asing', 'kabur']","['fenomena', 'kaburajadulu', 'laku', 'ig', 'investor', 'asing', 'kabur']",fenomena kaburajadulu laku ig investor asing kabur,phenomenon kaburajadulu laku ig foreign investor fuge,negatif,-0.125,0
#kaburajadulu juga berlaku bagi foreign capital ,kaburajadulu juga berlaku bagi foreign capital,"['kaburajadulu', 'juga', 'berlaku', 'bagi', 'foreign', 'capital']","['kaburajadulu', 'berlaku', 'foreign', 'capital']","['kaburajadulu', 'berlaku', 'foreign', 'capital']","['kaburajadulu', 'laku', 'foreign', 'capital']",kaburajadulu laku foreign capital,kaburajadulu laku foreign capital,negatif,-0.125,0
Kalau kata investor #kaburajadulu Orang pemerintahnya begitu satu keliling pencitraan melulu yg satunya ntahlah,kalau kata investor kaburajadulu orang pemerintahnya begitu satu keliling pencitraan melulu yg satunya ntahlah,"['kalau', 'kata', 'investor', 'kaburajadulu', 'orang', 'pemerintahnya', 'begitu', 'satu', 'keliling', 'pencitraan', 'melulu', 'yg', 'satunya', 'ntahlah']","['investor', 'kaburajadulu', 'pemerintahnya', 'keliling', 'pencitraan', 'melulu', 'yg', 'satunya', 'ntahlah']","['investor', 'kaburajadulu', 'pemerintahnya', 'keliling', 'pencitraan', 'melulu', 'satunya', 'ntahlah']","['investor', 'kaburajadulu', 'perintah', 'keliling', 'citra', 'melulu', 'satu', 'ntahlah']",investor kaburajadulu perintah keliling citra melulu satu ntahlah,investor __kaburjadulu__ order around citra recklessly one ntahlah,netral,0.0,1
buka twit isinya kegoblokan pemerintah sama warganya sip makin yakin kalo kita harus #KaburAjaDulu,buka twit isinya kegoblokan pemerintah sama warganya sip makin yakin kalo kita harus kaburajadulu,"['buka', 'twit', 'isinya', 'kegoblokan', 'pemerintah', 'sama', 'warganya', 'sip', 'makin', 'yakin', 'kalo', 'kita', 'harus', 'kaburajadulu']","['buka', 'twit', 'isinya', 'kegoblokan', 'pemerintah', 'warganya', 'sip', 'kaburajadulu']","['buka', 'twit', 'isinya', 'kegoblokan', 'pemerintah', 'warganya', 'sip', 'kaburajadulu']","['buka', 'twit', 'isi', 'goblok', 'perintah', 'warga', 'sip', 'kaburajadulu']",buka twit isi goblok perintah warga sip kaburajadulu,open the contents of the contents of the sip __kaburajadulu,netral,0.0,1
Pemerintah Percepat Pengangkatan CASN 2024 CPNS Diangkat Paling Lambat Juni 2025 dan PPPK Oktober 2025 #Prabowo #Indonesia #IndonesiaGelap #KaburAjaDulu #kaburduluaja #Almaz #TolakRUUTNI #Lampung #CaratSelcaDay #TNI #Polri #CASN2025 https://t.co/jvoQdW6SeH,pemerintah percepat pengangkatan casn cpns diangkat paling lambat juni dan pppk oktober prabowo indonesia indonesiagelap kaburajadulu kaburduluaja almaz tolakruutni lampung caratselcaday tni polri casn,"['pemerintah', 'percepat', 'pengangkatan', 'casn', 'cpns', 'diangkat', 'paling', 'lambat', 'juni', 'dan', 'pppk', 'oktober', 'prabowo', 'indonesia', 'indonesiagelap', 'kaburajadulu', 'kaburduluaja', 'almaz', 'tolakruutni', 'lampung', 'caratselcaday', 'tni', 'polri', 'casn']","['pemerintah', 'percepat', 'pengangkatan', 'casn', 'cpns', 'diangkat', 'lambat', 'juni', 'pppk', 'oktober', 'prabowo', 'indonesia', 'indonesiagelap', 'kaburajadulu', 'kaburduluaja', 'almaz', 'tolakruutni', 'lampung', 'caratselcaday', 'tni', 'polri', 'casn']","['pemerintah', 'percepat', 'pengangkatan', 'casn', 'cpns', 'diangkat', 'lambat', 'juni', 'pppk', 'oktober', 'prabowo', 'indonesia', 'indonesiagelap', 'kaburajadulu', 'kaburduluaja', 'almaz', 'tolakruutni', 'lampung', 'caratselcaday', 'tni', 'polri', 'casn']","['perintah', 'cepat', 'angkat', 'casn', 'cpns', 'angkat', 'lambat', 'juni', 'pppk', 'oktober', 'prabowo', 'indonesia', 'indonesiagelap', 'kaburajadulu', 'kaburduluaja', 'almaz', 'tolakruutni', 'lampung', 'caratselcaday', 'tni', 'polri', 'casn']",perintah cepat angkat casn cpns angkat lambat juni pppk oktober prabowo indonesia indonesiagelap kaburajadulu kaburduluaja almaz tolakruutni lampung caratselcaday tni polri casn,quick order to raise casn cpns slow lifting june pppk prabowo indonesia indonesiagelap kaburajadulu kaburuja almaz tolakruutni lampung caratselcaday tni polri casn,positif,0.0166666666666666,2
#KaburAjaDulu https://t.co/ebtslbVfSx,kaburajadulu,['kaburajadulu'],['kaburajadulu'],['kaburajadulu'],['kaburajadulu'],kaburajadulu,__kabujadulu__,netral,0.0,1
Oke tujuan selanjutnya #kaburajadulu kalau ga korea jepang taiwan. Biar ada fanmeet namgil,oke tujuan selanjutnya kaburajadulu kalau ga korea jepang taiwan biar ada fanmeet namgil,"['oke', 'tujuan', 'selanjutnya', 'kaburajadulu', 'kalau', 'ga', 'korea', 'jepang', 'taiwan', 'biar', 'ada', 'fanmeet', 'namgil']","['oke', 'tujuan', 'kaburajadulu', 'korea', 'jepang', 'taiwan', 'fanmeet', 'namgil']","['oke', 'tujuan', 'kaburajadulu', 'korea', 'jepang', 'taiwan', 'fanmeet', 'namgil']","['oke', 'tuju', 'kaburajadulu', 'korea', 'jepang', 'taiwan', 'fanmeet', 'namgil']",oke tuju kaburajadulu korea jepang taiwan fanmeet namgil,okay go to kaburajadulu korea japanese taiwan fanmeet namgil,positif,0.25,2
#KaburAjaDulu ke alam barzah Mungkinkah ke Mekkah naik perahu galon? #shorts #short #dytoinsight https://t.co/dhDjB0oKoO,kaburajadulu ke alam barzah mungkinkah ke mekkah naik perahu galon shorts short dytoinsight,"['kaburajadulu', 'ke', 'alam', 'barzah', 'mungkinkah', 'ke', 'mekkah', 'naik', 'perahu', 'galon', 'shorts', 'short', 'dytoinsight']","['kaburajadulu', 'alam', 'barzah', 'mekkah', 'perahu', 'galon', 'shorts', 'short', 'dytoinsight']","['kaburajadulu', 'alam', 'barzah', 'mekkah', 'perahu', 'galon', 'shorts', 'short', 'dytoinsight']","['kaburajadulu', 'alam', 'barzah', 'mek', 'perahu', 'galon', 'shorts', 'short', 'dytoinsight']",kaburajadulu alam barzah mek perahu galon shorts short dytoinsight,kaburajadulu alam barzah mek galon shorts short dytoinsight boat,netral,0.0,1
Investor nya #KaburAjaDulu,investor nya kaburajadulu,"['investor', 'nya', 'kaburajadulu']","['investor', 'kaburajadulu']","['investor', 'kaburajadulu']","['investor', 'kaburajadulu']",investor kaburajadulu,investor kaburajadulu,netral,0.0,1
job market indo soo bad that i need to follow workfess on all my 3 accounts (to remind me that i have to #KaburAjaDulu ) damn ,job market indo soo bad that i need to follow workfess on all my accounts to remind me that i have to kaburajadulu damn,"['job', 'market', 'indo', 'soo', 'bad', 'that', 'i', 'need', 'to', 'follow', 'workfess', 'on', 'all', 'my', 'accounts', 'to', 'remind', 'me', 'that', 'i', 'have', 'to', 'kaburajadulu', 'damn']","['job', 'market', 'indo', 'soo', 'bad', 'that', 'need', 'to', 'follow', 'workfess', 'on', 'all', 'accounts', 'to', 'remind', 'me', 'that', 'have', 'to', 'kaburajadulu', 'damn']","['job', 'market', 'soo', 'bad', 'that', 'need', 'follow', 'workfess', 'on', 'all', 'accounts', 'remind', 'me', 'that', 'have', 'kaburajadulu', 'damn']","['job', 'market', 'soo', 'bad', 'that', 'need', 'follow', 'workfess', 'on', 'all', 'accounts', 'remind', 'me', 'that', 'have', 'kaburajadulu', 'damn']",job market soo bad that need follow workfess on all accounts remind me that have kaburajadulu damn,job market soo bad that need follow workfess on all accounts remind me that have kaburajadulu damn,negatif,-0.6999999999999998,0
Hope next year me and my family moved out from Indonesia and got a better life. #manifesting #bismillah #aamiin #KaburAjaDulu,hope next year me and my family moved out from indonesia and got a better life manifesting bismillah aamiin kaburajadulu,"['hope', 'next', 'year', 'me', 'and', 'my', 'family', 'moved', 'out', 'from', 'indonesia', 'and', 'got', 'a', 'better', 'life', 'manifesting', 'bismillah', 'aamiin', 'kaburajadulu']","['hope', 'next', 'year', 'me', 'and', 'family', 'moved', 'out', 'from', 'indonesia', 'and', 'got', 'better', 'life', 'manifesting', 'bismillah', 'aamiin', 'kaburajadulu']","['hope', 'next', 'year', 'me', 'and', 'family', 'moved', 'out', 'from', 'indonesia', 'and', 'got', 'better', 'life', 'manifesting', 'bismillah', 'kaburajadulu']","['hope', 'next', 'year', 'me', 'and', 'family', 'moved', 'out', 'from', 'indonesia', 'and', 'got', 'better', 'life', 'manifesting', 'bismillah', 'kaburajadulu']",hope next year me and family moved out from indonesia and got better life manifesting bismillah kaburajadulu,hope next year me and family moved out from indonesia and got better life manifesting bismillah kaburajadulu,positif,0.25,2
Ada yang mau #kaburajadulu ke Kongo?,ada yang mau kaburajadulu ke kongo,"['ada', 'yang', 'mau', 'kaburajadulu', 'ke', 'kongo']","['kaburajadulu', 'kongo']","['kaburajadulu', 'kongo']","['kaburajadulu', 'kongo']",kaburajadulu kongo,__kabujadulu__ congo,netral,0.0,1
Nah walau HT kaburajadulu marak ttp kudu hari2 jelas company nya apa. Di janjiin kerja di thailand kamboja dgn iming2 gaji besar?ya jgn percaya dlu lah. So ttp dipakai nalar nya ya guys.,nah walau ht kaburajadulu marak ttp kudu hari jelas company nya apa di janjiin kerja di thailand kamboja dgn iming gaji besarya jgn percaya dlu lah so ttp dipakai nalar nya ya guys,"['nah', 'walau', 'ht', 'kaburajadulu', 'marak', 'ttp', 'kudu', 'hari', 'jelas', 'company', 'nya', 'apa', 'di', 'janjiin', 'kerja', 'di', 'thailand', 'kamboja', 'dgn', 'iming', 'gaji', 'besarya', 'jgn', 'percaya', 'dlu', 'lah', 'so', 'ttp', 'dipakai', 'nalar', 'nya', 'ya', 'guys']","['ht', 'kaburajadulu', 'marak', 'ttp', 'kudu', 'company', 'janjiin', 'thailand', 'kamboja', 'dgn', 'iming', 'gaji', 'besarya', 'jgn', 'percaya', 'dlu', 'so', 'ttp', 'dipakai', 'nalar', 'guys']","['kaburajadulu', 'marak', 'kudu', 'company', 'janjiin', 'thailand', 'kamboja', 'iming', 'gaji', 'besarya', 'percaya', 'dipakai', 'nalar', 'guys']","['kaburajadulu', 'marak', 'kudu', 'company', 'janjiin', 'thailand', 'kamboja', 'iming', 'gaji', 'besarya', 'percaya', 'pakai', 'nalar', 'guys']",kaburajadulu marak kudu company janjiin thailand kamboja iming gaji besarya percaya pakai nalar guys,kaburajadulu marak kudu company promise thailand cambodia introduction to the big salary believe in using reasoning guys,netral,0.0,1
hastag #KABURAJADULU masih berlaku ga?,hastag kaburajadulu masih berlaku ga,"['hastag', 'kaburajadulu', 'masih', 'berlaku', 'ga']","['hastag', 'kaburajadulu', 'berlaku']","['hastag', 'kaburajadulu', 'berlaku']","['hastag', 'kaburajadulu', 'laku']",hastag kaburajadulu laku,hastag kaburajadulu laku,netral,0.0,1
#kaburajadulu tapi sama Min Yoongi. Btw klo Namjoon diboncengin ‍️,kaburajadulu tapi sama min yoongi btw klo namjoon diboncengin,"['kaburajadulu', 'tapi', 'sama', 'min', 'yoongi', 'btw', 'klo', 'namjoon', 'diboncengin']","['kaburajadulu', 'min', 'yoongi', 'btw', 'klo', 'namjoon', 'diboncengin']","['kaburajadulu', 'min', 'yoongi', 'btw', 'namjoon', 'diboncengin']","['kaburajadulu', 'min', 'yoongi', 'btw', 'namjoon', 'diboncengin']",kaburajadulu min yoongi btw namjoon diboncengin,kaburajadulu min yoongi btw namjoon,netral,0.0,1
pengen #KaburAjaDulu tapi bukan buron mohon bimbingannya,pengen kaburajadulu tapi bukan buron mohon bimbingannya,"['pengen', 'kaburajadulu', 'tapi', 'bukan', 'buron', 'mohon', 'bimbingannya']","['pengen', 'kaburajadulu', 'buron', 'bimbingannya']","['kaburajadulu', 'buron', 'bimbingannya']","['kaburajadulu', 'buron', 'bimbing']",kaburajadulu buron bimbing,kaburajadulu bugon budik,netral,0.0,1
dengan isu korupsi pemerintah yg luar bioskop ramenya tren #kaburajadulu mungkin bisa jg jadi salah 1 ide untuk jualan produk digital. karena mungkin banyak orang yg mau kerja diluar negeri tp blm kesampaian bisa karna keterbatasan informasi skill networking budget dll.,dengan isu korupsi pemerintah yg luar bioskop ramenya tren kaburajadulu mungkin bisa jg jadi salah ide untuk jualan produk digital karena mungkin banyak orang yg mau kerja diluar negeri tp blm kesampaian bisa karna keterbatasan informasi skill networking budget dll,"['dengan', 'isu', 'korupsi', 'pemerintah', 'yg', 'luar', 'bioskop', 'ramenya', 'tren', 'kaburajadulu', 'mungkin', 'bisa', 'jg', 'jadi', 'salah', 'ide', 'untuk', 'jualan', 'produk', 'digital', 'karena', 'mungkin', 'banyak', 'orang', 'yg', 'mau', 'kerja', 'diluar', 'negeri', 'tp', 'blm', 'kesampaian', 'bisa', 'karna', 'keterbatasan', 'informasi', 'skill', 'networking', 'budget', 'dll']","['isu', 'korupsi', 'pemerintah', 'yg', 'bioskop', 'ramenya', 'tren', 'kaburajadulu', 'jg', 'salah', 'ide', 'jualan', 'produk', 'digital', 'yg', 'diluar', 'negeri', 'tp', 'blm', 'karna', 'keterbatasan', 'informasi', 'skill', 'networking', 'budget', 'dll']","['isu', 'korupsi', 'pemerintah', 'bioskop', 'ramenya', 'tren', 'kaburajadulu', 'salah', 'ide', 'jualan', 'produk', 'digital', 'diluar', 'negeri', 'keterbatasan', 'informasi', 'skill', 'networking', 'budget', 'dll']","['isu', 'korupsi', 'perintah', 'bioskop', 'ramenya', 'tren', 'kaburajadulu', 'salah', 'ide', 'jual', 'produk', 'digital', 'luar', 'negeri', 'batas', 'informasi', 'skill', 'networking', 'budget', 'dll']",isu korupsi perintah bioskop ramenya tren kaburajadulu salah ide jual produk digital luar negeri batas informasi skill networking budget dll,corruption issue of cinema orders for trends kaburajadulu one of the ideas for selling digital products overseas information on networking budget skills etc.,netral,0.0,1
investor pada #kaburajadulu ke 4 tetangga asean kita yang makin berjaya,investor pada kaburajadulu ke tetangga asean kita yang makin berjaya,"['investor', 'pada', 'kaburajadulu', 'ke', 'tetangga', 'asean', 'kita', 'yang', 'makin', 'berjaya']","['investor', 'kaburajadulu', 'tetangga', 'asean', 'berjaya']","['investor', 'kaburajadulu', 'tetangga', 'asean', 'berjaya']","['investor', 'kaburajadulu', 'tetangga', 'asean', 'jaya']",investor kaburajadulu tetangga asean jaya,investor kaburajadulu neighbor asean jaya,netral,0.0,1
yang #KaburAjaDulu ternyata tagar buat para investor,yang kaburajadulu ternyata tagar buat para investor,"['yang', 'kaburajadulu', 'ternyata', 'tagar', 'buat', 'para', 'investor']","['kaburajadulu', 'tagar', 'investor']","['kaburajadulu', 'tagar', 'investor']","['kaburajadulu', 'tagar', 'investor']",kaburajadulu tagar investor,kaburajadulu tagar investor,netral,0.0,1
Kata teman sepupuku sblm berpisah aku harus bawa kabur keluargaku keluar dr indonesia krn situasinya. Karena profesiku bs dpt gaji besar di luar dia orang asli singapur jg pengen kabur dr negaranya krn pendidikan yg mahal dll. Apa aku #kaburajadulu ?,kata teman sepupuku sblm berpisah aku harus bawa kabur keluargaku keluar dr indonesia krn situasinya karena profesiku bs dpt gaji besar di luar dia orang asli singapur jg pengen kabur dr negaranya krn pendidikan yg mahal dll apa aku kaburajadulu,"['kata', 'teman', 'sepupuku', 'sblm', 'berpisah', 'aku', 'harus', 'bawa', 'kabur', 'keluargaku', 'keluar', 'dr', 'indonesia', 'krn', 'situasinya', 'karena', 'profesiku', 'bs', 'dpt', 'gaji', 'besar', 'di', 'luar', 'dia', 'orang', 'asli', 'singapur', 'jg', 'pengen', 'kabur', 'dr', 'negaranya', 'krn', 'pendidikan', 'yg', 'mahal', 'dll', 'apa', 'aku', 'kaburajadulu']","['teman', 'sepupuku', 'sblm', 'berpisah', 'bawa', 'kabur', 'keluargaku', 'dr', 'indonesia', 'krn', 'situasinya', 'profesiku', 'bs', 'dpt', 'gaji', 'asli', 'singapur', 'jg', 'pengen', 'kabur', 'dr', 'negaranya', 'krn', 'pendidikan', 'yg', 'mahal', 'dll', 'kaburajadulu']","['teman', 'sepupuku', 'berpisah', 'bawa', 'kabur', 'keluargaku', 'indonesia', 'situasinya', 'profesiku', 'gaji', 'asli', 'singapur', 'kabur', 'negaranya', 'pendidikan', 'mahal', 'dll', 'kaburajadulu']","['teman', 'sepupu', 'pisah', 'bawa', 'kabur', 'keluarga', 'indonesia', 'situasi', 'profesi', 'gaji', 'asli', 'singapur', 'kabur', 'negara', 'didik', 'mahal', 'dll', 'kaburajadulu']",teman sepupu pisah bawa kabur keluarga indonesia situasi profesi gaji asli singapur kabur negara didik mahal dll kaburajadulu,friends of the separation cousin carrying the indonesian family running away the situapur original salary professional situ situpur state expensive exchange etc kaburajadulu,negatif,-0.0083333333333333,0
